N,P,K,temperature,humidity,ph,rainfall,label
30,139,201,21.11,92.56,6.42,126.6,apple
34,139,198,24.89,93.76,5.63,109.99,apple
34,139,200,24.06,94.01,5.96,104.96,apple
15,123,208,22.21,90.4,5.74,106.1,apple
17,125,205,24.38,91.87,5.98,110.34,apple
24,134,205,24.65,93.34,6.33,121.19,apple
30,122,197,24.05,90.67,6.27,126.94,apple
31,135,201,22.58,90.36,5.99,122.21,apple
27,124,204,24.07,91.85,5.84,124.7,apple
27,135,209,23.58,90.69,5.69,106.34,apple
24,127,205,22.7,91.42,5.89,124.64,apple
16,139,201,21.65,93.41,6.33,113.95,apple
17,134,197,24.45,94.02,5.51,109.57,apple
26,128,202,22.94,94.8,5.9,123.14,apple
21,125,205,23.41,94.01,5.95,111.18,apple
24,127,203,22.46,93.93,6.48,115.95,apple
23,133,197,22.35,94.67,6.09,105.93,apple
31,135,202,21.19,91.41,5.62,114.69,apple
22,138,205,22.01,91.69,5.8,124.58,apple
26,124,200,21.07,91.62,6.14,117.87,apple
22,121,206,21.99,90.42,5.59,121.8,apple
28,129,199,24.89,93.44,5.74,124.77,apple
32,135,203,22.83,90.38,5.87,104.4,apple
35,133,208,22.53,94.9,5.58,127.82,apple
30,128,195,24.8,91.28,6.15,126.49,apple
32,129,197,21.77,91.3,5.8,115.42,apple
32,125,207,22.5,92.36,6.26,113.11,apple
30,136,199,23.69,93.02,6.41,120.35,apple
20,128,195,22.66,90.65,5.77,117.97,apple
35,126,198,21.07,91.62,5.56,108.63,apple
29,137,204,23.54,91.64,5.89,127.9,apple
15,127,200,22.78,92.31,6.24,106.32,apple
29,133,199,21.13,94.26,6.47,118.94,apple
26,127,198,24.94,91.85,5.79,109.46,apple
28,121,204,21.67,91.76,5.93,129.87,apple
15,139,203,22.96,91.17,6.42,103.95,apple
27,137,196,21.87,94.96,6.07,105.36,apple
17,13,12,20.03,92.04,7.63,108.36,orange
24,8,9,12.64,94.42,7.94,115.24,orange
20,10,9,31.48,92.47,7.2,116.52,orange
22,14,7,17.21,92.66,7.0,109.28,orange
18,14,9,26.33,94.87,7.12,112.73,orange
24,6,11,34.97,93.0,7.6,118.91,orange
20,8,11,21.8,90.45,7.06,114.86,orange
28,12,11,31.59,94.25,6.74,107.38,orange
28,7,14,33.03,91.61,6.94,117.89,orange
18,10,7,25.08,94.95,7.7,119.46,orange
22,6,11,18.28,94.6,6.74,109.24,orange
29,5,5,26.92,94.34,7.99,117.24,orange
16,9,8,27.9,90.6,7.66,112.94,orange
23,5,10,28.15,91.46,7.1,116.45,orange
27,9,12,22.79,93.25,7.14,102.48,orange
17,8,13,28.84,90.56,6.75,108.26,orange
20,14,13,15.25,90.49,7.46,101.48,orange
28,10,7,16.5,91.48,7.17,115.75,orange
25,11,11,29.03,90.74,6.93,104.42,orange
21,9,8,33.62,90.79,7.45,109.51,orange
22,8,12,27.38,90.73,6.94,107.68,orange
25,5,7,17.57,92.92,6.89,114.42,orange
26,15,9,25.46,90.85,7.02,103.12,orange
28,8,9,31.64,92.43,6.75,110.5,orange
18,14,5,33.67,91.71,6.96,104.49,orange
19,13,13,26.25,91.78,7.19,118.25,orange
29,13,13,29.58,92.62,6.84,104.05,orange
25,9,6,18.24,90.34,7.33,110.7,orange
26,14,15,11.4,92.83,6.87,105.12,orange
26,12,12,16.13,93.45,7.18,100.8,orange
24,11,6,14.75,94.15,6.6,118.06,orange
23,6,7,24.64,92.91,7.2,110.74,orange
27,8,11,14.91,90.58,6.63,103.95,orange
23,7,10,24.23,92.91,7.79,102.23,orange
28,13,7,30.14,93.07,7.18,100.01,orange
26,11,10,14.41,92.54,7.27,119.03,orange
19,14,7,16.88,92.81,6.96,108.8,orange
30,14,10,17.98,94.87,7.21,103.26,orange
16,9,8,33.13,92.22,7.46,110.77,orange
18,13,13,15.33,92.51,6.98,110.61,orange
17,8,11,24.28,90.77,6.73,115.33,orange
27,14,11,13.93,94.78,7.97,113.07,orange
27,13,8,33.32,92.36,7.78,106.07,orange
17,8,9,28.63,92.25,7.14,107.87,orange
21,13,9,34.22,91.77,7.71,119.5,orange
27,5,12,15.22,93.58,6.94,107.47,orange
20,13,8,24.0,91.0,6.82,110.06,orange
28,6,7,18.14,92.4,7.58,109.4,orange
30,5,12,27.2,94.54,7.23,105.6,orange
24,9,6,25.99,91.38,7.05,118.47,orange
17,6,12,18.11,93.88,7.12,103.04,orange
17,8,7,12.2,91.23,7.36,115.26,orange
19,10,8,10.55,93.86,6.6,115.72,orange
26,8,14,32.63,92.23,7.83,103.68,orange
22,10,8,26.94,93.52,6.88,114.95,orange
15,6,9,19.91,92.43,6.57,110.57,orange
29,10,5,20.93,90.16,7.26,115.97,orange
27,10,11,25.86,93.67,7.35,119.48,orange
27,10,13,31.16,90.44,7.88,112.2,orange
30,13,13,20.77,91.38,7.18,117.61,orange
26,12,6,26.2,91.7,7.29,113.85,orange
27,9,5,24.37,90.03,7.74,100.38,orange
18,9,8,15.57,93.37,6.99,109.16,orange
25,13,11,18.87,94.4,7.8,103.05,orange
27,7,7,10.66,93.01,7.77,115.59,orange
23,15,8,17.88,91.15,6.81,106.06,orange
21,8,14,15.43,91.78,6.71,117.98,orange
22,13,9,21.1,93.72,7.61,107.61,orange
22,9,7,19.51,94.07,6.64,103.5,orange
29,12,6,28.92,90.6,7.23,112.1,orange
26,8,7,34.63,94.0,7.04,105.11,orange
17,10,5,30.09,92.0,7.79,107.09,orange
29,13,9,31.2,91.5,8.0,101.69,orange
25,9,10,33.78,91.37,7.47,106.47,orange
17,7,11,13.2,90.78,7.54,115.25,orange
16,13,14,26.52,91.86,7.12,103.15,orange
18,14,15,28.55,94.05,6.77,117.58,orange
17,7,10,17.65,93.13,7.86,105.3,orange
20,13,8,32.22,90.17,7.81,118.27,orange
16,9,11,23.13,90.79,6.52,117.94,orange
16,15,6,21.89,94.92,7.78,110.73,orange
17,11,11,17.79,92.35,7.85,102.56,orange
25,9,11,27.91,92.39,7.62,117.04,orange
18,7,6,33.56,91.13,6.62,101.9,orange
21,14,6,15.66,90.92,7.49,106.57,orange
30,12,10,24.43,94.42,7.64,102.63,orange
21,12,11,33.37,90.17,7.86,107.7,orange
16,7,7,13.57,90.17,7.69,103.24,orange
20,11,10,18.6,93.14,7.73,111.54,orange
22,7,11,23.65,90.59,6.92,115.37,orange
29,8,14,16.38,94.03,7.23,110.98,orange
25,12,8,22.98,90.32,7.05,112.85,orange
29,6,7,21.44,90.56,7.33,105.91,orange
28,8,9,34.61,90.41,7.8,110.09,orange
21,14,15,14.87,94.2,6.83,100.33,orange
26,9,11,13.79,94.3,7.29,116.01,orange
20,7,14,23.27,91.87,6.65,103.31,orange
25,11,13,28.78,90.76,7.91,112.19,orange
28,8,15,33.72,91.48,7.85,119.44,orange
28,10,6,33.45,90.0,6.88,111.12,orange
44,68,54,41.31,90.3,6.41,125.75,papaya
60,64,57,41.17,91.21,6.79,145.84,papaya
47,50,58,26.2,94.82,6.28,155.71,papaya
39,63,59,27.58,92.22,6.67,150.42,papaya
35,48,50,26.74,93.14,6.47,146.42,papaya
44,48,56,32.72,90.35,6.98,156.42,papaya
45,52,60,31.49,94.46,6.11,138.66,papaya
53,67,55,38.51,93.79,6.22,124.12,papaya
65,60,54,31.16,94.35,6.66,153.47,papaya
64,56,55,39.71,91.4,6.72,131.03,papaya
43,58,51,39.22,94.92,6.08,124.05,papaya
59,51,52,35.05,93.33,6.1,151.24,papaya
56,59,58,31.39,92.59,6.93,135.3,papaya
53,60,57,41.22,92.88,6.12,150.56,papaya
46,62,59,32.17,91.97,6.74,133.89,papaya
59,66,54,33.89,94.7,6.81,145.12,papaya
58,62,45,34.64,90.12,6.95,123.95,papaya
63,65,56,39.44,91.27,6.82,133.76,papaya
64,51,52,25.81,92.29,6.99,130.53,papaya
59,50,57,34.3,91.61,6.4,133.94,papaya
59,66,58,30.67,93.08,6.74,153.45,papaya
42,66,47,37.27,93.2,6.31,139.89,papaya
41,55,49,37.03,91.75,6.81,155.83,papaya
58,69,50,26.9,92.91,6.91,148.01,papaya
52,64,53,31.77,93.48,6.2,123.62,papaya
53,67,51,29.48,93.58,6.53,135.87,papaya
63,48,59,38.85,94.44,6.29,142.8,papaya
37,70,52,25.69,92.74,6.67,130.95,papaya
50,66,60,29.17,91.13,6.65,128.64,papaya
35,51,45,35.41,94.19,6.41,142.05,papaya
52,55,58,34.88,93.14,6.89,159.17,papaya
57,63,60,38.66,91.32,6.37,156.0,papaya
63,53,50,41.29,90.67,6.86,159.45,papaya
42,58,47,41.68,93.92,6.51,139.03,papaya
44,65,54,37.24,93.59,6.64,142.16,papaya
65,57,54,25.9,93.09,6.5,137.45,papaya
64,49,53,34.5,90.29,6.35,154.7,papaya
39,62,46,37.22,92.85,6.95,149.11,papaya
56,57,56,41.03,94.93,6.22,138.08,papaya
51,62,50,34.69,94.38,6.95,125.77,papaya
51,62,50,25.12,93.05,6.71,134.33,papaya
39,69,54,34.01,93.65,6.73,129.95,papaya
53,64,48,28.08,93.25,6.49,124.78,papaya
38,69,54,41.13,91.94,6.41,147.86,papaya
39,54,46,31.04,93.54,6.88,139.99,papaya
41,55,48,41.76,93.17,6.34,150.07,papaya
51,46,54,41.69,90.3,6.37,126.74,papaya
64,58,45,31.54,90.14,6.91,142.53,papaya
61,69,48,35.55,90.91,6.22,133.81,papaya
61,68,54,34.76,94.46,6.71,155.19,papaya
40,49,57,25.52,90.19,6.54,158.32,papaya
63,65,50,29.95,91.75,6.18,140.74,papaya
62,57,54,41.95,94.6,6.94,157.14,papaya
51,55,52,26.98,92.77,6.34,134.63,papaya
42,65,48,31.87,91.79,6.92,156.84,papaya
59,68,56,39.26,90.49,6.52,146.54,papaya
45,58,54,34.04,91.97,6.55,128.04,papaya
45,56,48,41.05,92.13,6.44,123.3,papaya
36,48,53,35.36,91.53,6.99,150.83,papaya
58,62,53,25.71,94.73,6.31,143.5,papaya
62,59,55,37.57,92.67,6.05,132.12,papaya
41,69,46,39.03,94.37,6.74,140.96,papaya
40,54,55,40.48,90.49,6.95,155.69,papaya
56,47,48,28.51,93.2,6.02,156.88,papaya
41,62,59,25.08,91.2,6.81,153.25,papaya
65,70,57,31.32,94.19,6.04,125.67,papaya
42,62,58,32.19,92.85,6.86,145.05,papaya
41,67,56,29.63,93.45,6.42,136.55,papaya
43,68,57,33.3,93.0,6.63,135.82,papaya
56,56,55,28.79,93.19,6.12,156.09,papaya
50,50,50,41.04,91.28,6.68,157.22,papaya
47,58,49,34.69,90.54,6.12,152.92,papaya
62,69,53,33.47,90.64,7.0,138.76,papaya
38,51,58,28.14,93.81,6.81,129.67,papaya
53,56,47,35.15,90.21,6.93,150.67,papaya
41,50,50,34.67,94.74,6.34,158.02,papaya
63,54,48,35.95,91.96,6.15,131.67,papaya
37,50,48,36.19,92.19,6.87,122.78,papaya
42,58,53,27.44,94.82,6.06,147.39,papaya
47,58,54,27.89,94.66,6.37,125.74,papaya
38,51,51,34.57,94.07,6.77,124.79,papaya
42,61,53,26.26,93.24,6.91,157.49,papaya
54,52,54,32.64,93.74,6.68,144.5,papaya
45,70,52,40.63,90.77,6.54,134.41,papaya
39,61,48,41.45,95.0,6.88,134.72,papaya
36,65,47,32.82,93.55,6.54,129.08,papaya
47,66,50,41.01,92.11,6.42,149.34,papaya
48,55,50,30.54,91.99,6.72,128.24,papaya
42,50,48,39.85,93.3,6.62,156.01,papaya
51,64,51,35.95,91.07,6.14,124.35,papaya
55,53,57,38.17,93.12,6.05,128.69,papaya
52,49,51,33.8,90.9,6.44,147.76,papaya
47,62,49,37.68,92.82,6.16,136.08,papaya
58,50,51,32.97,94.34,6.13,157.25,papaya
44,68,54,37.5,94.38,6.68,151.48,papaya
38,45,58,25.9,94.26,6.31,156.07,papaya
41,49,48,39.29,91.81,6.91,143.34,papaya
60,57,56,29.93,90.51,6.56,156.03,papaya
40,55,53,35.51,90.79,6.55,138.78,papaya
64,62,59,41.59,93.32,6.15,137.8,papaya
26,6,31,26.9,90.85,5.52,167.52,coconut
27,14,34,25.91,94.47,6.47,177.86,coconut
24,14,40,29.43,90.34,5.63,152.0,coconut
21,6,40,28.95,93.34,6.46,152.83,coconut
26,14,26,28.01,94.0,5.52,175.64,coconut
21,7,38,25.96,91.4,6.02,176.64,coconut
22,14,26,26.19,91.53,5.95,157.32,coconut
16,12,36,27.29,90.4,6.05,145.23,coconut
30,11,36,25.1,91.9,6.4,155.2,coconut
16,12,35,26.68,94.02,6.35,171.36,coconut
21,8,39,28.6,92.76,5.99,150.67,coconut
29,14,26,28.33,91.59,6.01,144.54,coconut
27,13,27,25.37,91.87,5.65,172.06,coconut
27,14,25,25.07,94.03,6.37,164.7,coconut
17,11,38,27.3,94.37,6.29,144.23,coconut
17,12,28,28.73,90.41,5.59,178.06,coconut
15,13,28,25.25,90.4,5.82,161.17,coconut
22,7,40,28.03,90.93,5.79,167.05,coconut
28,6,28,25.03,90.88,5.7,145.76,coconut
23,15,36,28.51,90.38,5.69,152.86,coconut
30,7,35,27.96,93.01,6.01,151.42,coconut
21,13,36,27.65,93.27,6.47,150.07,coconut
26,6,26,26.72,93.66,6.12,172.71,coconut
16,13,36,25.06,93.72,5.59,163.53,coconut
29,9,35,28.39,90.33,5.76,173.59,coconut
22,12,32,27.5,93.82,5.81,179.96,coconut
18,11,26,26.76,92.32,5.96,176.94,coconut
28,15,32,29.5,92.26,5.64,170.02,coconut
21,5,27,26.58,94.95,6.13,155.98,coconut
15,13,35,25.86,92.96,5.68,143.79,coconut
21,6,30,25.11,91.96,5.8,178.21,coconut
23,7,32,28.62,92.16,6.45,146.39,coconut
30,6,39,25.33,91.62,5.98,151.57,coconut
19,14,37,27.08,90.06,5.81,146.34,coconut
24,12,31,25.61,90.65,5.78,168.99,coconut
27,14,31,29.85,90.32,5.95,156.68,coconut
18,8,28,29.36,91.56,6.42,178.9,coconut
27,11,34,26.66,90.97,5.63,152.87,coconut
24,15,28,27.96,91.19,6.32,159.54,coconut
22,5,33,25.48,93.75,6.12,143.25,coconut
22,11,38,29.79,91.33,5.95,171.1,coconut
27,8,27,29.24,90.3,5.75,165.32,coconut
20,13,32,25.73,91.36,5.82,179.41,coconut
24,10,37,28.23,94.79,6.1,144.81,coconut
26,12,28,28.99,91.41,6.29,156.92,coconut
27,5,29,25.72,90.13,6.15,170.49,coconut
16,10,39,25.74,93.13,6.06,163.75,coconut
26,6,29,26.38,93.53,5.95,146.52,coconut
17,15,27,29.34,92.76,5.87,152.61,coconut
26,10,34,28.23,91.98,5.83,173.44,coconut
16,8,33,27.84,94.42,5.56,168.69,coconut
17,6,26,25.76,92.61,6.44,149.4,coconut
26,15,30,27.06,93.75,5.99,161.8,coconut
23,11,31,25.77,94.11,6.31,157.94,coconut
17,14,29,26.2,93.22,6.06,142.1,coconut
28,7,26,26.1,91.16,5.65,174.82,coconut
23,8,36,28.35,90.1,6.27,159.69,coconut
25,12,33,25.2,92.95,5.71,163.31,coconut
15,12,34,26.84,94.49,5.66,148.51,coconut
23,14,36,26.41,92.78,6.01,146.39,coconut
18,11,30,26.64,91.3,5.62,151.42,coconut
15,11,35,27.56,92.03,5.68,141.67,coconut
27,12,38,26.0,92.85,6.25,173.32,coconut
25,14,37,26.8,90.27,6.13,162.67,coconut
28,8,33,26.55,91.08,5.68,153.36,coconut
22,12,36,27.29,91.95,6.25,176.83,coconut
22,11,37,28.34,94.69,5.58,144.29,coconut
15,5,26,25.06,91.37,5.5,157.8,coconut
26,15,26,26.84,93.23,6.47,169.67,coconut
21,8,35,26.49,90.17,5.62,145.67,coconut
22,14,40,29.57,90.6,6.14,178.1,coconut
27,14,39,25.87,90.56,6.22,158.21,coconut
28,12,29,25.11,92.82,5.56,167.67,coconut
18,9,31,25.19,92.16,5.97,147.0,coconut
15,14,35,29.8,94.38,6.21,168.75,coconut
18,8,35,29.82,90.94,6.19,172.41,coconut
30,5,33,29.28,92.79,6.2,171.68,coconut
26,12,29,25.44,91.84,6.32,161.78,coconut
21,14,36,27.7,91.6,6.14,156.28,coconut
24,9,40,28.84,90.74,6.17,175.58,coconut
25,9,39,25.43,91.27,5.64,176.99,coconut
25,10,33,28.4,94.45,5.84,176.73,coconut
30,6,30,28.16,93.72,6.35,162.95,coconut
30,13,37,26.98,94.12,6.38,179.62,coconut
23,10,34,26.27,92.75,6.44,169.59,coconut
25,13,32,26.63,94.18,5.87,177.48,coconut
23,13,28,26.76,92.04,6.25,144.26,coconut
25,10,38,29.48,90.94,5.5,171.74,coconut
23,6,27,25.36,94.75,5.74,156.24,coconut
27,10,26,29.07,90.12,5.53,144.84,coconut
18,13,26,26.27,94.76,5.92,154.3,coconut
21,12,30,26.94,91.04,5.93,163.59,coconut
22,11,26,27.46,90.16,5.82,141.24,coconut
26,14,31,27.7,90.49,6.19,164.81,coconut
20,15,32,25.14,90.19,5.99,176.24,coconut
22,10,26,28.62,93.58,6.42,158.19,coconut
26,7,40,25.17,91.55,6.28,174.19,coconut
18,9,25,25.64,94.31,6.28,177.42,coconut
22,10,32,28.49,91.94,6.42,166.15,coconut
16,11,35,27.46,94.51,5.79,146.51,coconut
112,47,16,23.62,83.37,6.8,79.45,cotton
100,56,23,26.62,82.72,6.57,67.31,cotton
114,54,23,23.91,79.45,7.55,96.47,cotton
104,43,22,26.79,80.63,7.16,74.67,cotton
128,40,20,25.78,81.35,6.66,78.95,cotton
111,51,19,23.26,77.63,7.92,74.31,cotton
116,58,24,26.5,76.21,6.74,82.82,cotton
127,49,25,24.49,77.63,6.6,91.6,cotton
107,48,21,23.93,76.47,6.7,88.06,cotton
100,41,23,23.45,81.66,7.38,60.35,cotton
135,43,24,26.44,83.01,6.78,78.99,cotton
119,42,19,25.53,80.41,7.71,65.84,cotton
105,50,24,23.27,80.13,7.98,82.65,cotton
110,55,23,24.45,77.25,6.89,62.39,cotton
117,57,23,23.11,81.72,7.9,75.63,cotton
124,57,22,23.51,81.15,7.69,95.55,cotton
126,55,17,25.4,77.88,7.66,77.31,cotton
101,41,16,26.57,76.46,7.46,74.78,cotton
116,49,23,26.67,78.03,7.3,73.08,cotton
112,59,20,24.54,83.71,7.53,87.81,cotton
137,52,22,25.3,79.69,6.64,79.59,cotton
114,50,21,24.01,77.68,6.91,71.56,cotton
121,46,24,26.63,80.66,7.02,72.25,cotton
133,50,19,24.06,79.24,7.49,90.73,cotton
136,43,23,24.18,81.87,7.04,81.71,cotton
113,56,21,23.69,82.25,7.81,85.54,cotton
108,56,23,23.73,81.47,7.25,69.83,cotton
119,45,21,25.15,76.46,7.41,70.1,cotton
139,56,25,23.01,76.89,7.9,97.11,cotton
118,60,21,24.11,80.67,6.8,62.04,cotton
117,60,21,24.91,78.87,6.68,67.24,cotton
114,56,16,26.39,77.77,7.32,70.74,cotton
131,59,22,23.82,83.91,7.35,60.39,cotton
114,52,18,24.72,77.3,7.43,82.82,cotton
111,51,23,23.61,80.54,6.98,68.79,cotton
132,56,17,25.47,84.54,6.64,89.62,cotton
139,45,20,23.38,83.45,6.83,78.38,cotton
107,43,17,23.43,77.39,6.96,83.19,cotton
124,48,17,23.4,75.82,7.57,77.7,cotton
130,48,21,24.52,80.41,6.91,95.27,cotton
120,56,20,24.29,79.99,7.42,93.53,cotton
124,47,22,25.4,81.99,7.07,91.52,cotton
108,46,19,24.0,77.91,6.85,84.02,cotton
119,40,24,23.98,81.98,7.18,92.0,cotton
116,47,19,24.96,82.24,7.86,63.58,cotton
110,45,19,26.99,79.79,6.75,94.15,cotton
126,52,23,26.38,84.79,7.05,90.43,cotton
104,58,16,25.78,75.5,6.62,97.28,cotton
118,46,24,24.11,84.16,6.84,72.46,cotton
121,45,16,23.21,81.55,7.68,98.15,cotton
138,44,20,26.77,83.95,6.85,92.31,cotton
108,54,16,23.41,83.17,6.77,64.97,cotton
118,55,22,23.61,84.32,6.87,60.35,cotton
134,55,20,23.08,80.05,6.59,65.4,cotton
102,43,16,26.45,83.34,7.36,71.17,cotton
110,44,16,23.99,81.4,7.63,62.68,cotton
115,40,20,26.2,81.78,7.09,81.66,cotton
116,50,25,26.77,78.54,7.41,88.73,cotton
130,55,20,24.63,80.03,7.25,92.19,cotton
108,52,19,24.19,81.04,7.12,75.04,cotton
115,46,17,23.06,79.36,7.46,65.89,cotton
135,56,22,25.6,78.02,6.87,60.66,cotton
109,49,20,24.87,79.65,7.82,78.53,cotton
117,41,24,26.59,84.23,6.94,62.12,cotton
119,48,22,24.73,80.98,7.03,80.5,cotton
119,59,24,24.92,78.52,6.79,96.88,cotton
107,60,16,25.84,77.7,6.54,68.75,cotton
121,40,19,26.19,79.6,7.43,71.4,cotton
102,50,16,24.75,79.88,7.65,61.45,cotton
131,55,21,23.27,84.68,7.9,75.12,cotton
126,49,22,24.07,76.42,7.87,63.73,cotton
115,48,15,24.21,84.54,6.79,82.77,cotton
117,57,17,25.19,77.55,7.87,60.02,cotton
103,57,18,24.93,75.66,7.2,99.25,cotton
137,50,16,24.84,83.99,7.43,99.18,cotton
134,59,18,25.23,83.89,7.72,73.22,cotton
127,51,22,26.34,80.9,7.52,92.25,cotton
131,45,23,24.74,77.72,7.91,72.02,cotton
139,60,16,25.37,83.02,6.89,92.96,cotton
122,57,17,26.82,79.64,6.73,63.94,cotton
122,47,22,24.68,78.31,6.62,66.5,cotton
119,59,16,24.26,83.89,7.15,92.6,cotton
106,49,15,26.75,76.18,6.85,95.16,cotton
120,59,21,24.62,83.49,6.93,84.42,cotton
107,43,18,24.51,75.83,6.62,91.85,cotton
100,51,20,23.37,84.7,7.71,85.92,cotton
140,40,17,23.53,84.84,7.05,87.43,cotton
133,47,21,23.16,83.93,7.0,61.56,cotton
123,60,21,26.29,76.92,6.75,75.63,cotton
140,42,21,25.46,80.26,7.75,71.38,cotton
103,52,18,25.57,82.0,6.64,84.26,cotton
128,41,24,25.66,81.95,7.72,74.35,cotton
120,46,22,24.6,83.07,6.85,99.38,cotton
112,47,17,23.59,76.55,6.62,83.51,cotton
105,42,19,23.6,75.73,7.66,87.51,cotton
123,54,19,23.49,81.44,7.91,82.08,cotton
124,59,17,24.89,75.34,6.73,67.66,cotton
103,41,24,24.01,76.87,7.25,86.33,cotton
116,54,18,23.53,78.27,7.95,76.89,cotton
113,58,21,25.8,75.07,7.67,98.17,cotton
77,45,45,25.22,88.26,6.36,180.2,jute
98,53,42,29.27,86.56,6.95,185.57,jute
92,42,35,30.24,87.36,6.75,160.55,jute
73,48,42,30.57,82.96,7.33,199.68,jute
84,47,39,37.25,87.0,6.68,185.96,jute
82,46,43,23.67,79.99,6.61,181.35,jute
92,44,44,36.94,88.71,6.91,161.55,jute
73,47,39,27.5,84.78,6.06,161.47,jute
96,40,38,30.96,75.61,7.43,172.46,jute
76,44,45,35.04,79.1,7.22,177.33,jute
77,45,45,34.92,84.6,6.46,180.01,jute
62,55,37,32.92,79.31,6.17,161.74,jute
100,46,38,31.18,78.0,7.03,153.98,jute
86,54,35,24.95,86.24,6.39,182.87,jute
87,43,44,26.06,77.46,6.15,196.59,jute
72,46,40,24.03,89.74,7.31,192.65,jute
60,40,43,34.92,89.17,7.45,155.67,jute
78,37,43,34.69,81.98,6.18,183.4,jute
71,37,43,28.3,80.82,6.28,197.25,jute
89,53,41,37.54,86.5,7.49,158.11,jute
74,45,42,25.91,89.87,7.14,167.57,jute
74,43,43,24.55,82.69,7.22,160.62,jute
68,48,43,34.22,76.0,7.49,161.34,jute
86,53,40,34.56,80.81,6.96,159.96,jute
62,44,35,28.33,89.81,7.4,182.44,jute
77,52,45,35.93,76.28,7.26,179.73,jute
82,37,36,30.42,89.94,7.09,167.04,jute
85,36,43,27.76,79.68,7.23,164.67,jute
94,36,38,37.46,77.05,6.39,168.98,jute
66,42,39,24.12,82.96,6.11,165.42,jute
72,35,45,27.92,85.68,7.3,196.57,jute
84,52,39,24.43,78.96,6.5,194.42,jute
67,39,43,26.47,79.15,7.26,177.51,jute
82,52,43,31.23,83.66,7.04,164.86,jute
82,41,44,34.28,75.61,7.38,171.01,jute
86,40,36,24.03,89.23,6.88,155.34,jute
79,44,39,31.13,78.96,6.89,178.06,jute
92,37,37,32.73,83.54,7.3,181.54,jute
61,39,42,25.54,89.36,7.3,175.48,jute
100,35,40,27.1,86.92,7.16,159.38,jute
82,36,37,33.0,77.89,6.79,167.21,jute
76,47,44,27.31,78.74,7.28,156.23,jute
77,48,40,37.67,81.08,6.29,162.65,jute
65,39,41,24.8,85.07,6.2,152.01,jute
100,50,42,33.26,76.99,6.33,197.97,jute
83,48,42,35.45,75.21,6.16,160.32,jute
66,49,43,36.03,79.88,6.62,182.98,jute
87,44,37,32.53,78.1,6.53,193.5,jute
94,48,40,37.24,81.56,6.38,171.66,jute
66,51,43,34.22,82.86,6.31,155.52,jute
71,41,37,34.54,82.1,7.14,153.26,jute
78,41,37,26.01,87.96,7.26,198.18,jute
71,45,39,25.0,86.72,6.97,169.23,jute
99,46,41,25.17,79.02,6.56,162.74,jute
64,52,40,27.65,81.06,6.09,197.86,jute
64,53,38,26.66,89.37,7.4,192.79,jute
83,53,44,32.41,89.66,6.01,197.93,jute
73,49,41,31.52,75.02,6.29,155.42,jute
72,50,38,35.07,83.79,6.94,183.49,jute
98,46,39,28.7,84.37,7.34,166.24,jute
94,42,43,30.99,82.4,6.65,178.12,jute
88,37,44,26.47,88.0,6.31,170.62,jute
100,36,42,37.64,81.62,6.2,186.9,jute
69,37,38,36.77,81.14,7.49,182.15,jute
96,53,36,36.85,84.18,6.14,162.52,jute
84,50,44,26.62,82.14,6.42,158.35,jute
90,50,44,30.34,89.88,7.19,194.37,jute
64,45,37,31.64,75.0,7.04,196.73,jute
90,46,37,34.08,89.71,6.86,183.36,jute
68,51,37,23.68,77.69,7.24,159.88,jute
72,36,39,32.28,75.47,7.09,186.2,jute
75,50,43,35.52,81.48,7.03,191.68,jute
66,43,37,23.53,77.63,7.26,171.02,jute
63,38,36,29.23,81.52,7.05,158.31,jute
89,49,44,30.96,88.51,6.89,198.09,jute
83,42,40,35.43,83.91,6.99,160.78,jute
78,38,43,29.68,79.74,6.91,196.31,jute
92,52,37,27.43,86.59,6.7,154.55,jute
83,51,36,23.81,86.06,6.8,192.86,jute
82,43,42,33.69,87.25,6.08,158.99,jute
95,51,37,23.76,87.87,6.82,153.71,jute
82,37,40,24.4,78.92,6.82,191.41,jute
62,45,43,25.1,86.85,7.05,154.47,jute
66,44,39,32.51,76.2,7.14,173.04,jute
87,55,38,23.5,75.17,6.04,183.24,jute
61,51,35,27.84,86.36,7.21,179.29,jute
63,39,45,24.47,86.75,6.81,168.58,jute
92,50,41,33.79,89.83,6.47,183.61,jute
92,45,38,27.38,77.39,6.82,157.4,jute
87,46,38,30.83,86.52,6.23,191.22,jute
72,47,35,28.69,75.61,6.65,151.31,jute
84,35,38,26.68,80.18,6.51,168.07,jute
81,46,39,31.45,78.54,6.22,163.47,jute
69,41,42,28.49,87.32,7.18,168.77,jute
62,49,41,23.8,78.12,6.62,192.8,jute
82,47,43,23.25,84.37,6.95,196.93,jute
97,39,36,27.02,75.7,6.18,169.58,jute
93,37,41,30.94,75.07,6.94,162.93,jute
94,39,44,30.48,88.96,6.77,168.9,jute
91,46,36,27.02,77.32,6.1,184.83,jute
105,21,27,25.86,63.39,6.73,156.31,coffee
86,20,29,26.58,57.37,6.73,161.13,coffee
89,21,33,23.41,67.47,6.82,151.67,coffee
119,23,29,26.75,65.15,6.87,141.69,coffee
96,20,32,24.7,63.66,6.29,178.37,coffee
116,15,26,24.89,58.22,6.28,151.62,coffee
103,31,30,27.59,65.44,6.73,154.73,coffee
102,25,27,27.91,56.63,6.97,158.63,coffee
113,16,32,23.19,63.74,6.06,174.12,coffee
